Address,Parcel,Code Number,Code Description,Date Cited,Date Corrected,Violation Status,Case Number,Code Case Status
"7 Seckel St
Cambridge, MA 02139
(42.369597, -71.093698)",78-74-7/2,410.201,Temperature Requirements,02/13/2014 12:00:00 AM,02/18/2014 12:00:00 AM,Corrected,HOU-003713-2014,Closed
"87 NEW ST
Cambridge, MA 02139
(42.390044, -71.138897)",264-97,410.5,Owner's Resp. to Maintain Structural Elements,02/26/2016 12:00:00 AM,03/28/2016 12:00:00 AM,Corrected,HOU-011540-2016,Closed
"48 GARDEN ST
Cambridge, MA 02139
(42.380024, -71.124977)",215-24,410.602,Maint. of Areas Free from Garbage and Rubbish,07/29/2015 12:00:00 AM,08/05/2015 12:00:00 AM,Corrected,HOU-010041-2015,Closed
"25 FAINWOOD CIR
Cambridge, MA 02139
(42.372979, -71.10365)",113-50,410.6,Storage of Garbage and Rubbish,06/05/2015 12:00:00 AM,06/25/2015 12:00:00 AM,Corrected,HOU-008334-2015,Closed
"38 FULKERSON ST
Cambridge, MA 02139
(42.370866, -71.08715)",34-131,410.602,Maint. of Areas Free from Garbage and Rubbish,04/29/2013 12:00:00 AM,06/12/2013 12:00:00 AM,Corrected,HOU-000811-2013,Closed
"15 CHESTER ST
Cambridge, MA 02139
(42.393541, -71.12453)",182-86,410.6,Storage of Garbage and Rubbish,05/05/2014 12:00:00 AM,07/08/2014 12:00:00 AM,Corrected,HOU-004703-2014,Closed
"1 13 GRISWOLD ST
B Cambridge, MA 02139
(42.391192, -71.156916)",267B-216-B,410.602,Maint. of Areas Free from Garbage and Rubbish,04/09/2015 12:00:00 AM,05/26/2015 12:00:00 AM,Corrected,HOU-007795-2015,Closed
"80 Prospect St
Cambridge, MA 02139
(42.367143, -71.10254)",90-14,410.602,Maint. of Areas Free from Garbage and Rubbish,10/01/2013 12:00:00 AM,10/09/2013 12:00:00 AM,Corrected,HOU-002415-2013,Closed
"175 Columbia St
Cambridge, MA 02139
(42.367634, -71.097487)",88-33,410.351,Owner's Inst. and Maint. Responsibilities,11/04/2014 12:00:00 AM,01/20/2015 12:00:00 AM,Corrected,HOU-006498-2014,Closed
"12 HARDING ST
Cambridge, MA 02139
(42.372802, -71.090561)",36-127,410.6,Storage of Garbage and Rubbish,08/20/2013 12:00:00 AM,12/03/2013 12:00:00 AM,Corrected,HOU-001887-2013,Closed
"105 SCIARAPPA ST
Cambridge, MA 02139
(42.368634, -71.082091)",26-59,410.505,Occupant's Resp. Respecting Structural Elements,08/28/2014 12:00:00 AM,10/09/2014 12:00:00 AM,Corrected,HOU-005902-2014,Closed
"54 Bishop Allen Dr
Cambridge, MA 02139
(42.364749, -71.10045)",91-104,410.55,"Extermination of Insects, Rodents and Skunks",10/18/2015 12:00:00 AM,11/10/2015 12:00:00 AM,Corrected,HOU-009384-2015,Closed
"217 Auburn St
Cambridge, MA 02139
(42.364582, -71.106708)",105-55,410.55,"Extermination of Insects, Rodents and Skunks",03/22/2017 12:00:00 AM,06/12/2017 12:00:00 AM,Corrected,HOU-017604-2017,Closed
"40 FULKERSON ST
Cambridge, MA 02139
(42.370752, -71.087178)",34-132,410.602,Maint. of Areas Free from Garbage and Rubbish,03/01/2013 12:00:00 AM,03/01/2013 12:00:00 AM,Corrected,HOU-000299-2013,Closed
"88 Berkshire St
Cambridge, MA 02139
(42.370557, -71.090724)",39-21,410.6,Storage of Garbage and Rubbish,03/13/2014 12:00:00 AM,05/30/2014 12:00:00 AM,Corrected,HOU-004074-2014,Closed
"2445 Massachusetts Ave
Cambridge, MA 02139
(42.397925, -71.130771)",184-109,410.602,Maint. of Areas Free from Garbage and Rubbish,09/29/2015 12:00:00 AM,12/28/2015 12:00:00 AM,Corrected,HOU-009234-2015,Active
"264 WALDEN ST
Cambridge, MA 02139
(42.386042, -71.131346)",228-35-2,410.601,Collection of Garbage and Rubbish,01/27/2014 12:00:00 AM,01/27/2014 12:00:00 AM,Corrected,HOU-003509-2014,Closed
"151 CAMBRIDGE ST
Cambridge, MA 02139
(42.370807, -71.078258)",20-68,410.602,Maint. of Areas Free from Garbage and Rubbish,08/19/2014 12:00:00 AM,08/26/2014 12:00:00 AM,Corrected,HOU-005783-2014,Closed
"164 AUBURN ST
B Cambridge, MA 02139
(42.363584, -71.105069)",106-25,410.351,Owner's Inst. and Maint. Responsibilities,01/07/2014 12:00:00 AM,03/31/2014 12:00:00 AM,Corrected,HOU-003282-2014,Closed
"95 MAGAZINE ST
Cambridge, MA 02139
(42.360404, -71.109634)",101-200,410.602,Maint. of Areas Free from Garbage and Rubbish,11/13/2015 12:00:00 AM,11/19/2015 12:00:00 AM,Corrected,HOU-009732-2015,Closed
"10 FOREST ST
Cambridge, MA 02139
(42.385283, -71.117746)",154-62,410.55,"Extermination of Insects, Rodents and Skunks",08/17/2015 12:00:00 AM,12/02/2015 12:00:00 AM,Corrected,HOU-008917-2015,Closed
"10 FOREST ST
Cambridge, MA 02139
(42.385283, -71.117746)",154-62,410.55,"Extermination of Insects, Rodents and Skunks",08/17/2015 12:00:00 AM,12/02/2015 12:00:00 AM,Corrected,HOU-008917-2015,Closed
"211 HARVARD ST
Cambridge, MA 02139
(42.367173, -71.098384)",,410.55,"Extermination of Insects, Rodents and Skunks",03/04/2015 12:00:00 AM,04/21/2015 12:00:00 AM,Corrected,HOU-007395-2015,Closed
"39 ROBINSON ST
Cambridge, MA 02139
(42.383164, -71.127477)",208-5,410.602,Maint. of Areas Free from Garbage and Rubbish,07/20/2015 12:00:00 AM,10/13/2015 12:00:00 AM,Corrected,HOU-008676-2015,Closed
"47 GOLD STAR RD
Cambridge, MA 02139
(42.39929, -71.130369)",184-64,410.5,Owner's Resp. to Maintain Structural Elements,10/07/2015 12:00:00 AM,10/22/2015 12:00:00 AM,Corrected,HOU-009330-2015,Closed
"19 Sullivan Rd
Cambridge, MA 02139
(42.375287, -71.153872)",255-56,410.6,Storage of Garbage and Rubbish,09/29/2014 12:00:00 AM,01/14/2015 12:00:00 AM,Corrected,HOU-005211-2014,Closed
"298 Hurley St
Cambridge, MA 02139
(42.368726, -71.083958)",26-111,410.501,Weathertight Elements,09/24/2014 12:00:00 AM,03/24/2015 12:00:00 AM,Corrected,HOU-006094-2014,Closed
"10 Magazine St
Cambridge, MA 02139
(42.364495, -71.105147)",106-125,410.5,Owner's Resp. to Maintain Structural Elements,09/16/2013 12:00:00 AM,10/31/2013 12:00:00 AM,Corrected,HOU-002169-2013,Closed
"409 Washington St
Cambridge, MA 02139
(42.365751, -71.099965)",89-26,410.6,Storage of Garbage and Rubbish,04/18/2013 12:00:00 AM,04/25/2013 12:00:00 AM,Corrected,HOU-000706-2013,Closed
"133 DUDLEY ST
Cambridge, MA 02139
(42.395714, -71.134441)",190-184,410.25,"Habitable Rooms Oth Kitchen, Natl Light, Elec Out.",09/03/2013 12:00:00 AM,10/07/2013 12:00:00 AM,Corrected,HOU-002033-2013,Closed
"272 Broadway
Cambridge, MA 02139
(42.367791, -71.097152)",88-31,410.602,Maint. of Areas Free from Garbage and Rubbish,09/29/2015 12:00:00 AM,09/29/2015 12:00:00 AM,Corrected,HOU-009235-2015,Closed
"80 Chestnut St
BB Cambridge, MA 02139
(42.356519, -71.108618)",65-52-BB,410.5,Owner's Resp. to Maintain Structural Elements,09/22/2011 12:00:00 AM,03/14/2013 12:00:00 AM,Corrected,HOU-000478-2013,Closed
"1 Leighton St
Cambridge, MA 02139
(42.369743, -71.074057)",1A-86,410.5,Owner's Resp. to Maintain Structural Elements,02/14/2016 12:00:00 AM,02/22/2016 12:00:00 AM,Corrected,HOU-011248-2016,Closed
"11 DUDLEY ST
Cambridge, MA 02139
(42.396332, -71.129909)",191-93,410.503,Protective Railings and Walls,07/28/2015 12:00:00 AM,11/17/2015 12:00:00 AM,Corrected,HOU-008759-2015,Closed
"85 Bolton St
Cambridge, MA 02139
(42.389888, -71.130471)",203A-73,410.602,Maint. of Areas Free from Garbage and Rubbish,06/27/2013 12:00:00 AM,02/11/2014 12:00:00 AM,Corrected,HOU-001334-2013,Closed
"237 Franklin St
Cambridge, MA 02139
(42.363964, -71.104234)",106-122,410.55,"Extermination of Insects, Rodents and Skunks",09/24/2013 12:00:00 AM,10/23/2013 12:00:00 AM,Corrected,HOU-002298-2013,Closed
"149 HAMILTON ST
Cambridge, MA 02139
(42.359211, -71.107695)",97-115,410.55,"Extermination of Insects, Rodents and Skunks",10/28/2016 12:00:00 AM,02/07/2017 12:00:00 AM,Corrected,HOU-015916-2016,Closed
"113 HAMPSHIRE ST
Cambridge, MA 02139
(42.369759, -71.095989)",79-115,410.351,Owner's Inst. and Maint. Responsibilities,11/18/2015 12:00:00 AM,12/02/2015 12:00:00 AM,Corrected,HOU-009794-2015,Closed
"110 THORNDIKE ST
Cambridge, MA 02139
(42.369998, -71.082915)",25-59,410.55,"Extermination of Insects, Rodents and Skunks",09/03/2014 12:00:00 AM,09/10/2014 12:00:00 AM,Corrected,HOU-005913-2014,Closed
"237 Franklin St
Cambridge, MA 02139
(42.363964, -71.104234)",106-122,410.5,Owner's Resp. to Maintain Structural Elements,05/31/2013 12:00:00 AM,06/13/2013 12:00:00 AM,Corrected,HOU-001038-2013,Closed
"22 UPTON ST
Cambridge, MA 02139
(42.36293, -71.108685)",104-53,410.6,Storage of Garbage and Rubbish,08/15/2013 12:00:00 AM,02/11/2014 12:00:00 AM,Corrected,HOU-001810-2013,Closed
"35 Brookline St
Cambridge, MA 02139
(42.363121, -71.102198)",93-64,410.5,Owner's Resp. to Maintain Structural Elements,01/21/2015 12:00:00 AM,03/17/2015 12:00:00 AM,Corrected,HOU-007053-2015,Closed
"52 GARDEN ST
Cambridge, MA 02139
(42.380452, -71.12532)",215-33-4,410.55,"Extermination of Insects, Rodents and Skunks",09/25/2013 12:00:00 AM,10/02/2013 12:00:00 AM,Corrected,HOU-002315-2013,Closed
"10 MUSEUM WAY
Cambridge, MA 02139
(42.370257, -71.070976)",1A-109-N524,410.5,Owner's Resp. to Maintain Structural Elements,09/16/2015 12:00:00 AM,03/16/2016 12:00:00 AM,Corrected,HOU-009123-2015,Closed
"184 GREEN ST
Cambridge, MA 02139
(42.363599, -71.102207)",93-60-1,410.6,Storage of Garbage and Rubbish,06/02/2015 12:00:00 AM,07/14/2015 12:00:00 AM,Corrected,HOU-008299-2015,Closed
"401 WASHINGTON ST
Cambridge, MA 02139
(42.365729, -71.099896)",89-25,410.19,Hot Water,07/31/2015 12:00:00 AM,09/17/2015 12:00:00 AM,Corrected,HOU-008828-2015,Closed
"179 COLUMBIA ST
Cambridge, MA 02139
(42.367608, -71.097503)",88-32,410.5,Owner's Resp. to Maintain Structural Elements,05/05/2014 12:00:00 AM,07/11/2014 12:00:00 AM,Corrected,HOU-004701-2014,Closed
"1124 MASSACHUSETTS AVE
Cambridge, MA 02139
(42.37087, -71.113938)",133-29,410.602,Maint. of Areas Free from Garbage and Rubbish,06/08/2015 12:00:00 AM,06/10/2015 12:00:00 AM,Corrected,HOU-008347-2015,Closed
"39 SHERMAN ST
Cambridge, MA 02139
(42.385846, -71.130753)",272-2,410.601,Collection of Garbage and Rubbish,05/21/2013 12:00:00 AM,02/11/2014 12:00:00 AM,Corrected,HOU-000949-2013,Closed
"39 SHERMAN ST
Cambridge, MA 02139
(42.385846, -71.130753)",272-2,410.601,Collection of Garbage and Rubbish,05/21/2013 12:00:00 AM,02/11/2014 12:00:00 AM,Corrected,HOU-000949-2013,Closed
"84 THORNDIKE ST
Cambridge, MA 02139
(42.369879, -71.081959)",25-69,410.6,Storage of Garbage and Rubbish,07/30/2013 12:00:00 AM,08/19/2013 12:00:00 AM,Corrected,HOU-001538-2013,Closed
"33 INMAN ST
Cambridge, MA 02139
(42.368186, -71.104228)",118-70,410.55,"Extermination of Insects, Rodents and Skunks",04/10/2014 12:00:00 AM,04/24/2014 12:00:00 AM,Corrected,HOU-004492-2014,Closed
"1010 MASSACHUSETTS AVE
Cambridge, MA 02139
(42.36939, -71.111357)",121-6,410.5,Owner's Resp. to Maintain Structural Elements,01/15/2014 12:00:00 AM,02/03/2014 12:00:00 AM,Corrected,HOU-003397-2014,Closed
"24 EIGHTH ST
Cambridge, MA 02139
(42.37092, -71.086336)",34-76,410.55,"Extermination of Insects, Rodents and Skunks",09/24/2012 12:00:00 AM,03/12/2013 12:00:00 AM,Corrected,HOU-000476-2013,Closed
"318 Western Ave
Cambridge, MA 02139
(42.364526, -71.113321)",126-4,410.351,Owner's Inst. and Maint. Responsibilities,11/04/2013 12:00:00 AM,12/12/2013 12:00:00 AM,Corrected,HOU-002774-2013,Closed
"245 Washington St
Cambridge, MA 02139
(42.364935, -71.096598)",74-115-C,410.5,Owner's Resp. to Maintain Structural Elements,04/13/2015 12:00:00 AM,06/09/2015 12:00:00 AM,Corrected,HOU-007828-2015,Closed
"8 Rollins Ct
Cambridge, MA 02139
(42.361872, -71.104008)",94-217-8,410.351,Owner's Inst. and Maint. Responsibilities,05/21/2013 12:00:00 AM,11/19/2013 12:00:00 AM,Corrected,HOU-000954-2013,Closed
"58 ALLSTON ST
Cambridge, MA 02139
(42.357465, -71.106132)",96-43,410.55,"Extermination of Insects, Rodents and Skunks",07/17/2013 12:00:00 AM,09/05/2013 12:00:00 AM,Corrected,HOU-001514-2013,Closed
"132 CUSHING ST
Cambridge, MA 02139
(42.378725, -71.152288)",256-84,410.482,Smoke Detectors and Carbon Monoxide Alarms,05/15/2014 12:00:00 AM,06/04/2014 12:00:00 AM,Corrected,HOU-004824-2014,Closed
"132 CUSHING ST
Cambridge, MA 02139
(42.378725, -71.152288)",256-84,410.482,Smoke Detectors and Carbon Monoxide Alarms,05/15/2014 12:00:00 AM,06/04/2014 12:00:00 AM,Corrected,HOU-004824-2014,Closed
"132 CUSHING ST
Cambridge, MA 02139
(42.378725, -71.152288)",256-84,410.482,Smoke Detectors and Carbon Monoxide Alarms,05/15/2014 12:00:00 AM,06/04/2014 12:00:00 AM,Corrected,HOU-004824-2014,Closed
"35 WILLARD ST
Cambridge, MA 02139
(42.374893, -71.128401)",220-141,410.75,Cond. Deemed to Endgr. or Impair Health or Safety,07/19/2014 12:00:00 AM,10/15/2014 12:00:00 AM,Corrected,HOU-005763-2014,Closed
"21 JEFFERSON ST
Cambridge, MA 02139
(42.37303, -71.089069)",36-94,410.55,"Extermination of Insects, Rodents and Skunks",10/01/2013 12:00:00 AM,11/25/2013 12:00:00 AM,Corrected,HOU-002408-2013,Closed
"21 JEFFERSON ST
Cambridge, MA 02139
(42.37303, -71.089069)",36-94,410.55,"Extermination of Insects, Rodents and Skunks",10/01/2013 12:00:00 AM,11/25/2013 12:00:00 AM,Corrected,HOU-002408-2013,Closed
"535 CAMBRIDGE ST
Cambridge, MA 02139
(42.371704, -71.085223)",35-53,410.6,Storage of Garbage and Rubbish,04/18/2013 12:00:00 AM,04/25/2013 12:00:00 AM,Corrected,HOU-000704-2013,Closed
"137 Tremont St
Cambridge, MA 02139
(42.373906, -71.096704)",82-102,410.6,Storage of Garbage and Rubbish,07/09/2014 12:00:00 AM,07/28/2014 12:00:00 AM,Corrected,HOU-005415-2014,Closed
"371 CAMBRIDGE ST
Cambridge, MA 02139
(42.371321, -71.082252)",23-128,410.55,"Extermination of Insects, Rodents and Skunks",02/01/2016 12:00:00 AM,03/21/2016 12:00:00 AM,Corrected,HOU-011077-2016,Closed
"85 Prescott St
Cambridge, MA 02139
(42.374788, -71.113533)",137-35,410.5,Owner's Resp. to Maintain Structural Elements,08/26/2014 12:00:00 AM,12/10/2014 12:00:00 AM,Corrected,HOU-005855-2014,Closed
"303 Cambridge St
Cambridge, MA 02139
(42.371161, -71.080989)",21-18-2,410.55,"Extermination of Insects, Rodents and Skunks",08/31/2015 12:00:00 AM,11/16/2015 12:00:00 AM,Corrected,HOU-009014-2015,Closed
"2440 MASSACHUSETTS AVE
Cambridge, MA 02139
(42.398216, -71.13127)",189-100-29,410.501,Weathertight Elements,10/29/2013 12:00:00 AM,03/26/2014 12:00:00 AM,Corrected,HOU-002773-2013,Closed
"91 Tremont St
Cambridge, MA 02139
(42.373022, -71.097184)",84-23,410.55,"Extermination of Insects, Rodents and Skunks",07/08/2013 12:00:00 AM,02/11/2014 12:00:00 AM,Corrected,HOU-001392-2013,Closed
"6 EMMONS PL
Cambridge, MA 02139
(42.376983, -71.1089)",140-2,410.55,"Extermination of Insects, Rodents and Skunks",06/16/2015 12:00:00 AM,08/17/2015 12:00:00 AM,Corrected,HOU-008433-2015,Closed
"158 Prospect St
Cambridge, MA 02139
(42.369234, -71.101094)",88-48,410.55,"Extermination of Insects, Rodents and Skunks",02/22/2016 12:00:00 AM,03/21/2016 12:00:00 AM,Corrected,HOU-011352-2016,Closed
"8 1 2 PERRY ST
Cambridge, MA 02139
(42.361858, -71.106446)",103-34,410.75,Cond. Deemed to Endgr. or Impair Health or Safety,08/21/2013 12:00:00 AM,02/19/2014 12:00:00 AM,Cited,HOU-001917-2013,Closed
"133 DUDLEY ST
Cambridge, MA 02139
(42.395714, -71.134441)",190-184,410.5,Owner's Resp. to Maintain Structural Elements,09/03/2013 12:00:00 AM,10/07/2013 12:00:00 AM,Corrected,HOU-002033-2013,Closed
"153 Cherry St
R Cambridge, MA 02139
(42.365847, -71.096781)",75-163,410.55,"Extermination of Insects, Rodents and Skunks",04/09/2013 12:00:00 AM,12/10/2013 12:00:00 AM,Corrected,HOU-000647-2013,Closed
"112 GORE ST
Cambridge, MA 02139
(42.372147, -71.082966)",23-25,410.6,Storage of Garbage and Rubbish,07/21/2014 12:00:00 AM,07/28/2014 12:00:00 AM,Corrected,HOU-005563-2014,Closed
"7 GARDEN CT
Cambridge, MA 02139
(42.383917, -71.130149)",,410.5,Owner's Resp. to Maintain Structural Elements,07/12/2015 12:00:00 AM,09/11/2015 12:00:00 AM,Corrected,HOU-008650-2015,Closed
"78 Pleasant St
Cambridge, MA 02139
(42.362319, -71.110211)",104-19,410.602,Maint. of Areas Free from Garbage and Rubbish,05/23/2013 12:00:00 AM,06/24/2013 12:00:00 AM,Corrected,HOU-000983-2013,Closed
"750 Memorial Dr
Cambridge, MA 02139
(42.358038, -71.115403)",100-62,410.602,Maint. of Areas Free from Garbage and Rubbish,05/07/2015 12:00:00 AM,06/04/2015 12:00:00 AM,Corrected,HOU-008059-2015,Closed
"31 Jackson Pl
Cambridge, MA 02139
(42.392887, -71.135051)",268A-32,410.5,Owner's Resp. to Maintain Structural Elements,07/11/2013 12:00:00 AM,02/11/2014 12:00:00 AM,Corrected,HOU-001430-2013,Closed
"336 Western Ave
Cambridge, MA 02139
(42.364497, -71.113679)",126-1,410.601,Collection of Garbage and Rubbish,04/17/2013 12:00:00 AM,05/23/2013 12:00:00 AM,Corrected,HOU-000687-2013,Closed
"336 Western Ave
Cambridge, MA 02139
(42.364497, -71.113679)",126-1,410.601,Collection of Garbage and Rubbish,04/17/2013 12:00:00 AM,05/23/2013 12:00:00 AM,Corrected,HOU-000687-2013,Closed
"6 EMMONS PL
Cambridge, MA 02139
(42.376983, -71.1089)",140-2,410.5,Owner's Resp. to Maintain Structural Elements,06/16/2015 12:00:00 AM,08/17/2015 12:00:00 AM,Corrected,HOU-008433-2015,Closed
"256 Hurley St
Cambridge, MA 02139
(42.368575, -71.082736)",26-78,410.352,Occupant's Inst. and Maint. Responsibilities,11/17/2015 12:00:00 AM,03/16/2016 12:00:00 AM,Corrected,HOU-009790-2015,Closed
"50 Hampshire St
Cambridge, MA 02139
(42.366775, -71.09237)",42-86,410.351,Owner's Inst. and Maint. Responsibilities,01/04/2014 12:00:00 AM,01/06/2014 12:00:00 AM,Corrected,HOU-003242-2014,Closed
"891 MASSACHUSETTS AVE
Cambridge, MA 02139
(42.368025, -71.108037)",117-23,410.351,Owner's Inst. and Maint. Responsibilities,05/06/2014 12:00:00 AM,05/29/2014 12:00:00 AM,Corrected,HOU-004714-2014,Closed
"20 CORPORAL MCTERNAN ST
Cambridge, MA 02139
(42.360736, -71.10739)",103-113-301/303,410.5,Owner's Resp. to Maintain Structural Elements,08/06/2013 12:00:00 AM,08/20/2013 12:00:00 AM,Corrected,HOU-001705-2013,Closed
"8 Gilmore St
Cambridge, MA 02139
(42.364353, -71.111502)",126-118,410.55,"Extermination of Insects, Rodents and Skunks",07/29/2013 12:00:00 AM,10/24/2013 12:00:00 AM,Corrected,HOU-001614-2013,Closed
"8 Gilmore St
Cambridge, MA 02139
(42.364353, -71.111502)",126-118,410.55,"Extermination of Insects, Rodents and Skunks",07/29/2013 12:00:00 AM,10/24/2013 12:00:00 AM,Corrected,HOU-001614-2013,Closed
"220 HARVARD ST
Cambridge, MA 02139
(42.367412, -71.09915)",89-53-1,410.55,"Extermination of Insects, Rodents and Skunks",09/17/2014 12:00:00 AM,10/07/2014 12:00:00 AM,Corrected,HOU-006056-2014,Closed
"9 Bristol St
Cambridge, MA 02139
(42.36787, -71.091389)",40-75,410.5,Owner's Resp. to Maintain Structural Elements,02/10/2014 12:00:00 AM,03/13/2014 12:00:00 AM,Corrected,HOU-003677-2014,Closed
"19 York Pl
Cambridge, MA 02139
(42.369279, -71.090936)",39-95-19,410.6,Storage of Garbage and Rubbish,03/16/2016 12:00:00 AM,04/21/2016 12:00:00 AM,Corrected,HOU-011890-2016,Closed
"64 FIFTH ST
Cambridge, MA 02139
(42.3711, -71.083214)",23-143,410.602,Maint. of Areas Free from Garbage and Rubbish,07/14/2015 12:00:00 AM,08/17/2015 12:00:00 AM,Corrected,HOU-008680-2015,Closed
"115 PEARL ST
Cambridge, MA 02139
(42.361902, -71.105643)",103-66,410.602,Maint. of Areas Free from Garbage and Rubbish,07/24/2013 12:00:00 AM,10/23/2013 12:00:00 AM,Corrected,HOU-001560-2013,Closed
"346 HURLEY ST
Cambridge, MA 02139
(42.368911, -71.085327)",26-98,410.5,Owner's Resp. to Maintain Structural Elements,09/30/2013 12:00:00 AM,12/02/2013 12:00:00 AM,Corrected,HOU-002351-2013,Closed
"10 Magazine St
Cambridge, MA 02139
(42.364495, -71.105147)",106-125,410.351,Owner's Inst. and Maint. Responsibilities,08/08/2013 12:00:00 AM,10/11/2013 12:00:00 AM,Corrected,HOU-001757-2013,Closed
"31 WORCESTER ST
Cambridge, MA 02139
(42.366832, -71.099631)",89-69,410.602,Maint. of Areas Free from Garbage and Rubbish,09/16/2014 12:00:00 AM,09/29/2014 12:00:00 AM,Corrected,HOU-006051-2014,Closed
"66 REED ST
Cambridge, MA 02139
(42.395219, -71.132135)",193-199-2,410.482,Smoke Detectors and Carbon Monoxide Alarms,03/03/2015 12:00:00 AM,03/03/2015 12:00:00 AM,Corrected,HOU-007448-2015,Closed
"362 Rindge Ave
Cambridge, MA 02139
(42.393872, -71.138379)",268B-42,410.81,Access for Repairs and Alterations,11/06/2013 12:00:00 AM,02/12/2014 12:00:00 AM,Corrected,HOU-002797-2013,Closed
"1102 Cambridge St
Cambridge, MA 02139
(42.373052, -71.095642)",85-64,410.5,Owner's Resp. to Maintain Structural Elements,01/13/2016 12:00:00 AM,02/03/2016 12:00:00 AM,Corrected,HOU-010624-2016,Closed
"35 BROOKLINE ST
Cambridge, MA 02139
(42.363121, -71.102198)",93-64-2,410.351,Owner's Inst. and Maint. Responsibilities,02/18/2016 12:00:00 AM,03/01/2016 12:00:00 AM,Corrected,HOU-011445-2016,Closed
"15 17 BISHOP ALLEN DR
Cambridge, MA 02139
(42.363716, -71.09871)",75-45,410.6,Storage of Garbage and Rubbish,04/10/2015 12:00:00 AM,07/14/2015 12:00:00 AM,Corrected,HOU-007811-2015,Closed
"66 BISHOP ALLEN DR
Cambridge, MA 02139
(42.365091, -71.101039)",91-185,410.602,Maint. of Areas Free from Garbage and Rubbish,06/25/2014 12:00:00 AM,11/06/2014 12:00:00 AM,Corrected,HOU-005260-2014,Closed
"117 GORE ST
Cambridge, MA 02139
(42.37218, -71.08317)",22-35,410.55,"Extermination of Insects, Rodents and Skunks",01/04/2016 12:00:00 AM,02/22/2016 12:00:00 AM,Corrected,HOU-010455-2016,Closed
"9 MEACHAM RD
Cambridge, MA 02139
(42.395481, -71.126937)",183-61-1,410.351,Owner's Inst. and Maint. Responsibilities,02/13/2015 12:00:00 AM,02/17/2015 12:00:00 AM,Corrected,HOU-007196-2015,Closed
"285 HARVARD ST
Cambridge, MA 02139
(42.36907, -71.103929)",108-25-111,410.201,Temperature Requirements,11/30/2015 12:00:00 AM,02/03/2016 12:00:00 AM,Corrected,HOU-010118-2015,Closed
"271 Washington St
Cambridge, MA 02139
(42.365045, -71.09715)",75-98-1,410.55,"Extermination of Insects, Rodents and Skunks",10/16/2015 12:00:00 AM,10/29/2015 12:00:00 AM,Corrected,HOU-009373-2015,Closed
"17 Elm St
Cambridge, MA 02139
(42.367647, -71.098537)",88-52,410.55,"Extermination of Insects, Rodents and Skunks",09/03/2014 12:00:00 AM,12/01/2014 12:00:00 AM,Corrected,HOU-005905-2014,Closed
"340 River St
Cambridge, MA 02139
(42.361902, -71.114581)",128-64,410.55,"Extermination of Insects, Rodents and Skunks",06/18/2015 12:00:00 AM,08/05/2015 12:00:00 AM,Corrected,HOU-008476-2015,Closed
"470 Green St
Cambridge, MA 02139
(42.36696, -71.107854)",119-88,410.552,Screens for Doors,07/29/2015 12:00:00 AM,08/11/2015 12:00:00 AM,Corrected,HOU-008796-2015,Closed
"812 Memorial Dr
Cambridge, MA 02139
(42.361135, -71.115917)",128-30,410.5,Owner's Resp. to Maintain Structural Elements,05/05/2015 12:00:00 AM,05/19/2015 12:00:00 AM,Corrected,HOU-008003-2015,Closed
"812 Memorial Dr
Cambridge, MA 02139
(42.361135, -71.115917)",128-30,410.5,Owner's Resp. to Maintain Structural Elements,10/09/2015 12:00:00 AM,03/28/2016 12:00:00 AM,Corrected,HOU-009347-2015,Closed
"122 BERKSHIRE ST
Cambridge, MA 02139
(42.371498, -71.090186)",37-53,410.2,Heating Facilities Required,06/04/2015 12:00:00 AM,06/30/2015 12:00:00 AM,Corrected,HOU-008316-2015,Closed
"254 Western Ave
Cambridge, MA 02139
(42.364651, -71.111775)",126-62-254/2,410.6,Storage of Garbage and Rubbish,01/15/2014 12:00:00 AM,01/23/2014 12:00:00 AM,Corrected,HOU-003409-2014,Closed
"234 Hurley St
Cambridge, MA 02139
(42.368501, -71.082122)",17-1-3,410.351,Owner's Inst. and Maint. Responsibilities,09/09/2015 12:00:00 AM,09/17/2015 12:00:00 AM,Corrected,HOU-009086-2015,Closed
"1643 Cambridge St
Cambridge, MA 02139
(42.374873, -71.109758)",140-149-61,410.254,"Light in Passageways, Hallways, and Stairways",01/07/2014 12:00:00 AM,01/21/2014 12:00:00 AM,Corrected,HOU-003259-2014,Closed
"33 WINTER ST
Cambridge, MA 02139
(42.361709, -71.111756)",21-55,410.5,Owner's Resp. to Maintain Structural Elements,08/15/2013 12:00:00 AM,02/10/2014 12:00:00 AM,Corrected,HOU-001842-2013,Closed
"36 Amory St
Cambridge, MA 02139
(42.3705, -71.101446)",109-67,410.482,Smoke Detectors and Carbon Monoxide Alarms,08/07/2013 12:00:00 AM,01/23/2014 12:00:00 AM,Corrected,HOU-001722-2013,Closed
"49 51 MARKET ST
Cambridge, MA 02139
(42.368724, -71.096691)",77-94-49/1,410.6,Storage of Garbage and Rubbish,10/07/2014 12:00:00 AM,10/14/2014 12:00:00 AM,Corrected,HOU-006252-2014,Closed
"10 BERKSHIRE PL
Cambridge, MA 02139
(42.368253, -71.091404)",40-68,410.6,Storage of Garbage and Rubbish,07/13/2015 12:00:00 AM,09/17/2015 12:00:00 AM,Corrected,HOU-008649-2015,Closed
