,Audio_ID,Audio_Prompt,Audio_Path,Audio_Time,Audio_MFCC,Prompts_Length,Predicted_Sentence
271,a0189.wav,"The big-eyed, clucking moose-birds were most annoying. ",/Users/Gurtej/Desktop/Data_Part_Project/ada-20090105-axq/wav/a0189.wav,4.625,"[[ -4.83721902e+00   9.76306642e+00   1.35030627e+01 ...,   5.24930283e+00
   -5.68529717e+00   1.63353272e+01]
 [ -2.23772838e+00   1.16769052e+01   2.34820528e+01 ...,   7.64046568e+00
   -1.34720167e+00   3.23512299e+01]
 [ -9.29826078e+00   7.86203444e+00   2.41139063e+01 ...,   1.34163783e+01
   -1.92266559e+00   1.58878355e+01]
 ..., 
 [ -2.07227824e+01  -6.45009151e+01   5.81897876e+01 ...,  -1.21409952e+01
   -5.19086090e+00  -7.38010606e+00]
 [ -2.44814875e+01  -5.68240408e+01   5.46102171e+01 ...,  -4.16782473e-02
    9.25410333e+00   5.15559976e+00]
 [ -5.69277833e+01  -6.53651659e+01   5.09013649e+01 ...,  -2.60612926e+01
   -6.18917959e+00  -1.25338857e+01]]",9,".nbic,gmos iryngui imenhlwaot-deseeeoo yrkg ebnsT-d c  "
272,a0190.wav,Next to them the Canada jays were most persistent. ,/Users/Gurtej/Desktop/Data_Part_Project/ada-20090105-axq/wav/a0190.wav,3.875,"[[-64.65827442 -82.09078443  49.98621216 ...,  -8.03184051  20.79037562
  -21.2219136 ]
 [-29.8963186  -86.0269607   44.36253743 ...,   2.07599674  31.94917392
   -3.9015584 ]
 [-48.68207886 -55.99512679  70.82530005 ...,   1.28336249  35.30077047
   -1.95895457]
 ..., 
 [-32.81469817  25.57724152  37.94400254 ...,   4.1049916  -12.50122705
    7.29067284]
 [-38.64499813  21.54689975  40.54498958 ...,   0.96972311 -10.28170204
   14.7923383 ]
 [-36.50600279  10.76981047  30.402994   ...,  -3.83843265 -11.64289621
   10.57079964]]",9, xtretj rin seah me a nt at owaee styestCtsho.eNdmp
273,a0191.wav,For a time the exciting thrill of his adventure was gone. ,/Users/Gurtej/Desktop/Data_Part_Project/ada-20090105-axq/wav/a0191.wav,4.375,"[[ -2.05735511 -12.92557916  42.54715815 ..., -20.08001071  -5.96794293
  -16.0806836 ]
 [ -4.68559765 -24.64528025  39.53114878 ...,  -2.00354486  10.04893274
   -4.20757009]
 [ 92.83452666  33.4438862   38.91857976 ...,  -8.45627251   4.98017582
    0.89291844]
 ..., 
 [ 86.02022186  16.05623071   9.281652   ...,  -6.89438397   7.84481296
    6.25826023]
 [ 27.00380444   9.04302184  -7.90860231 ..., -21.01308474 -12.82819315
    4.39959664]
 [ 37.53679864  -8.02684533 -27.90960116 ...,  -2.94201175 -12.18144258
  -11.33501671]]",11,roeafiumtsterchdlherxis. i lnewhtnitat  eavoo ge  nF   i g
274,a0192.wav,He did not rush in. ,/Users/Gurtej/Desktop/Data_Part_Project/ada-20090105-axq/wav/a0192.wav,2.125,"[[  2.64035365  -9.75920218  19.77755639 ..., -10.34710304 -23.79068496
  -11.73103759]
 [ 10.77255665   0.15819039  33.14560639 ...,   1.18663145   7.0377066
    3.99040241]
 [ 18.16369965  12.04858983  28.15716918 ..., -13.58486781  -5.01020924
   -1.38195047]
 ..., 
 [-27.52951984   3.23993557  11.84473136 ...,  -1.32500305  -6.48514845
   -3.80666657]
 [ -6.95369338   7.73789306  18.12813055 ...,  -4.03560451  -6.03608804
   -3.59077889]
 [-22.9255773   28.87992327  35.64957289 ..., -17.18441883  -9.08691518
   -2.59214057]]",5,d.Hns  ihn ed rt oui
275,a0193.wav,It was edged with ice. ,/Users/Gurtej/Desktop/Data_Part_Project/ada-20090105-axq/wav/a0193.wav,2.5,"[[  0.26498569  34.26556624  16.5291271  ...,  -0.42963045   0.6824839
    7.59665755]
 [-18.11463208  25.7575782   17.99342238 ...,   4.6603589   -1.22192456
    4.35725326]
 [-17.56907226  16.63452536  12.42714208 ..., -12.73244697  -9.12564712
  -12.71699548]
 ..., 
 [ 66.71303973  52.75267494  30.6274108  ...,  -1.99851921  -5.21454052
   -0.30751862]
 [ 20.57511956  54.46024438  24.74989608 ...,  10.04496754  -5.47362339
   -3.49206643]
 [  0.54228135  18.12933322  17.5284243  ...,   3.74047098  10.13222243
   17.21521033]]",5,tca ghe I.wwei   tedsid
276,a0194.wav,He drank of the water cautiously. ,/Users/Gurtej/Desktop/Data_Part_Project/ada-20090105-axq/wav/a0194.wav,2.625,"[[  1.65612513e+01  -6.97276222e+01   1.01452916e+02 ...,   1.67887112e+01
    6.42143122e+00   8.28416719e+00]
 [  1.98824663e+00  -4.50817855e+01   6.18680774e+01 ...,   1.92270277e+01
    9.69074789e+00   8.50284690e+00]
 [ -3.35651374e+00  -7.62970993e+01   5.45420457e+01 ...,   2.76623362e+01
    2.14874245e+00   2.37412296e+00]
 ..., 
 [  1.64429993e+01  -5.56925616e-01   6.36897534e+00 ...,   1.31992635e-01
    6.89684129e-01   4.07885561e+00]
 [  2.05553763e+01  -2.29835407e+00   5.57079132e+00 ...,   7.78477887e+00
   -1.95357859e-01  -4.56572537e+00]
 [  1.90750023e+01   2.00223769e+00   1.31951139e+01 ...,  -2.68893884e-02
   -1.20246283e-01   2.88280671e+00]]",6,i  r  eyedso.Hc hfurawle utnoakatt
277,b0312.wav,"Dig in; you're sure good, was Daylight's answer. ",/Users/Gurtej/Desktop/Data_Part_Project/adamvan2000-20090911-njp/wav/b0312.wav,4.625,"[[-70.82781035 -23.3384561  -11.2134854  ..., -16.50409611  -4.56397337
    1.59302387]
 [-77.67895286 -56.03767534 -33.77507447 ..., -22.02498194 -30.83414183
  -26.72304904]
 [-85.21793061 -21.54819881  -5.0581945  ..., -13.85576129 -21.20911818
  -15.97278427]
 ..., 
 [-63.78874248 -12.49773988   0.32385251 ...,  -3.03952739  -8.01399952
  -12.01238737]
 [-87.59041554 -29.95051192 -21.30971135 ...,  -6.63859511 -17.27839309
  -18.35635378]
 [-66.50992628 -15.06475422 -12.97843153 ...,  -5.02560305  -6.46769748
  -11.77606628]]",10,"uo isgeei, dys u is grhwtD'aanyl.Do nrgor ;aews' "
278,b0313.wav,The apron string loomed near and he shied like an unbroken colt. ,/Users/Gurtej/Desktop/Data_Part_Project/adamvan2000-20090911-njp/wav/b0313.wav,5.5,"[[-71.72996669 -21.44586901   0.47192731 ...,   5.12194854  -4.87476677
   -6.55494543]
 [-68.10776199 -23.85251528   1.03044278 ...,  -0.42436101   1.68214466
   -0.57185398]
 [-69.28510782 -19.30432153   6.19045074 ...,  -1.00039679  -0.42265419
   -1.56224145]
 ..., 
 [-86.42491586 -24.07229137 -14.87609861 ...,  -1.23453166  -2.42964633
   -5.27281122]
 [-70.01061229 -20.99416482   0.98391861 ..., -17.00641864 -11.81864351
  -15.5264064 ]
 [-72.31993855 -30.38300779 -10.84585063 ...,   6.57932998  -3.3270375
  -10.94405281]]",12,gap  ear iodon nl uTridlenomoed  r lktechnns.onr tkhnbe i eaha es
279,b0314.wav,He had been born with this endowment. ,/Users/Gurtej/Desktop/Data_Part_Project/adamvan2000-20090911-njp/wav/b0314.wav,4.0,"[[-64.39455889  -4.60076359   7.87055375 ...,   7.43263933   2.27433181
    8.38563767]
 [-60.55779567 -13.9455737   -8.91859604 ...,   5.01279313   0.20257646
   -8.23324718]
 [-73.72229113 -26.63555831 -13.57190229 ..., -10.98081193  -3.15980455
   -2.55552898]
 ..., 
 [-59.78083288 -19.91009402  -1.53176417 ...,   1.15084116  -3.49143791
   -1.60465375]
 [-61.12006161   0.20088917  -5.9781692  ...,   3.36316882  12.4907919
    7.58381257]
 [-83.81395464 -21.91408409  16.45237681 ...,   2.06999298   7.1622828
    0.28277414]]",7,tbn h  oenn  idsditohhem.twea  benHrew
280,b0315.wav,And this was their sole conversation throughout the meal. ,/Users/Gurtej/Desktop/Data_Part_Project/adamvan2000-20090911-njp/wav/b0315.wav,5.25,"[[-51.78906863  -3.8410193    1.49304528 ...,   5.59092786   2.06227437
  -10.4528109 ]
 [-77.47030255 -27.06728698  -8.47420554 ...,   6.23370433   2.00148465
    1.56749592]
 [-47.66577172  -2.57898595  -6.74611789 ...,   8.95227525   1.12012019
    4.881944  ]
 ..., 
 [-76.93680026 -24.42983898 -33.09443651 ..., -10.38603266 -19.85567789
  -20.88471354]
 [-73.87649332  -4.31435294   5.51380941 ..., -10.84445454  -3.38156885
   -4.08674122]
 [-52.29915626 -21.83767245  -1.32754406 ...,  -0.23441271  -9.45763192
  -14.71505513]]",9, nt oeruh   .rncthnhiasv ehoth Aimrolt oeussteoiaet sawgld
281,b0316.wav,"Though the aurora still flamed, another day had begun. ",/Users/Gurtej/Desktop/Data_Part_Project/adamvan2000-20090911-njp/wav/b0316.wav,5.375,"[[-76.64368635 -23.40118229  -2.65654218 ..., -12.24872377  -4.21997249
   -5.74616687]
 [-65.29548547 -13.55151081   4.18512617 ...,  -6.45168243  -6.50186618
   -4.33302196]
 [-58.13448672 -15.46781079   1.25476752 ...,  13.64145089   2.52774608
   -4.01743649]
 ..., 
 [-64.08666002  -0.98848143  16.94988034 ...,  11.58062381 -17.84502072
  -13.57658552]
 [-41.05647586  -1.57190479  25.12803496 ...,   4.147039     1.65160741
    3.24411858]
 [-60.03251791 -12.04096724   1.25286236 ...,  -4.35019065  -3.2694473
  -10.38677344]]",9," nhbh,hadtthaoo  l lryluh dm T an r afeeoaiteas.degrguu"
282,b0317.wav,He did not believe in the burning of daylight for such a luxury. ,/Users/Gurtej/Desktop/Data_Part_Project/adamvan2000-20090911-njp/wav/b0317.wav,5.125,"[[-63.04249564 -18.09569856   0.70661015 ...,   5.52072296 -11.60878407
   -6.49042167]
 [-49.89863194 -10.49268744   8.52702236 ...,   3.88125937  -4.43320615
    6.99265287]
 [-67.33437343  -8.99997697  12.064893   ...,  -2.58313097  -4.64650952
    0.9958753 ]
 ..., 
 [-62.71073628  -7.74213692   5.58956929 ...,   6.2696239   -8.49809993
   -9.13537285]
 [-53.29212591 -12.72547271  14.92436208 ...,   9.91820851   2.34935496
   -5.28572503]
 [-65.85016797 -13.79522218 -11.19576617 ...,  -9.07987969  -4.56669131
   -4.55935619]]",13,e lhn uf ey rrahaufny deibbcnotvi Hnxd.tiirdg eg  oitl o slu  uhe
283,b0318.wav,Again he had done the big thing. ,/Users/Gurtej/Desktop/Data_Part_Project/adamvan2000-20090911-njp/wav/b0318.wav,3.375,"[[-79.17763679 -18.47476443   4.53126978 ...,   8.64020652  11.68373995
    2.4139542 ]
 [-60.85790291  -7.23267367  -2.1508767  ...,   2.37355339   2.07307986
    3.90891422]
 [-65.13488776 -15.7584372    5.45826674 ...,  -4.11994239  -6.08893345
   -2.79506292]
 ..., 
 [-75.74256332 -33.65868109  -6.54275019 ...,  -8.92485204 -19.04243781
  -20.25580285]
 [-57.7889791   -3.91333307   4.59363526 ...,  -6.04146541   2.93715469
    2.86774145]
 [-67.24675905  -7.6304054   10.0494175  ...,   1.58006545   6.87091766
   -3.88792086]]",7,eAe  nhg iatnnaihg i ed go td.bhh
284,b0319.wav,"Daylight was tired, profoundly tired. ",/Users/Gurtej/Desktop/Data_Part_Project/adamvan2000-20090911-njp/wav/b0319.wav,4.375,"[[-48.62267357  -4.61400927   9.16200998 ...,  -6.80001322   3.6699025
   -7.24329554]
 [-32.73458178  15.27538121   5.12497708 ...,   7.60524812   1.15819233
   -6.17433116]
 [-43.43705202  -0.91165423  21.27515037 ...,   8.91425998   4.52247215
   -6.28261029]
 ..., 
 [-72.3232695  -26.40799177 -21.09963652 ..., -10.69645322 -12.63559565
   -8.08599165]
 [-78.03770359 -12.51439838   9.31845966 ...,  -2.30230705  -0.33373306
   -1.13682143]
 [-71.86984264 -13.23789397   4.77586234 ...,  -6.94528119 -15.33094815
  -12.0553917 ]]",5,"iptl,aunfr i t heryas. od ddoDytiewglr"
285,b0320.wav,The regret in his voice was provocative of a second burst of laughter. ,/Users/Gurtej/Desktop/Data_Part_Project/adamvan2000-20090911-njp/wav/b0320.wav,5.875,"[[ -9.17092622e+01  -3.69988768e+01  -2.65015830e+00 ...,   1.18392040e+01
    2.16111528e+00  -6.47117927e+00]
 [ -5.63932507e+01  -8.56927440e+00  -2.59961105e+00 ...,  -8.16475198e-01
   -6.26729072e+00  -1.14066994e+01]
 [ -8.56182102e+01  -3.10671482e+01  -7.05704737e+00 ...,  -6.48278451e+00
   -1.29770774e+01  -1.45428495e+01]
 ..., 
 [ -6.11929247e+01  -1.05414145e+01   6.92849167e+00 ...,  -1.75609529e+01
   -1.08957811e+01  -1.42578038e+01]
 [ -6.45650230e+01  -1.63632552e+01  -8.54424286e+00 ...,  -4.96785341e-02
   -9.32216179e+00  -1.47909166e+01]
 [ -6.92070566e+01  -2.30279191e+01   1.81510145e+00 ...,  -9.86074726e+00
   -1.01153936e+01  -1.31676748e+00]]",13,oi u estasghhoscou rcnee f  r eeiirhsv doeli .ewot rca vafavg o rtnpTtb
286,b0321.wav,"Instead, he arrived on the night of the second day. ",/Users/Gurtej/Desktop/Data_Part_Project/adamvan2000-20090911-njp/wav/b0321.wav,4.25,"[[-68.78678402  -5.57777374   0.43805584 ...,   3.19582208   2.61901717
    2.37509202]
 [-71.05718877 -12.82281088   4.72506038 ...,  10.39352577  -1.02674137
   -1.29594022]
 [-61.99303144 -20.59593432   5.48000067 ...,   8.9540484    6.46986806
    7.30634058]
 ..., 
 [-76.76575366 -20.06074439  -1.03173819 ...,  -6.60911885 -12.32815153
  -18.46257652]
 [-68.12447243 -15.16695962  -2.89704763 ...,  -6.84998283 -11.89314231
    0.59134028]
 [-65.80973999 -25.34341549  -7.13935814 ...,   1.38925637   2.11390779
   11.65911431]]",10," i ie nesao edy  aeIh f tth.nhdnter,ndgrdheo vtso ac"
287,ar-07.wav,One rainy day the rats heard a great noise in the loft. ,/Users/Gurtej/Desktop/Data_Part_Project/adgar-20091227-ell/wav/ar-07.wav,4.75,"[[ -74.74438337  -56.22113313   12.5472104  ...,    2.91997033
     3.06860945   -8.60429273]
 [ -98.17542238  -78.14564952    2.16220524 ...,    4.3685513     8.00976222
    -3.67169198]
 [ -62.57389075  -59.99433602   15.79347948 ...,    3.16911746
     9.22719771   -6.72407129]
 ..., 
 [-110.42552633  -42.86232733    4.41497197 ...,   -7.80312172
     5.83361884   -3.8146846 ]
 [-125.39105779  -54.15432811    5.56346042 ...,   -9.29907293   -7.3515976
    -3.57160841]
 [-127.88779708  -49.25301313    1.47470463 ...,    1.87238006
    -4.79501177  -10.05512421]]",12, ntdtr haaaf  gyrei lrOeroe.d nt nieohtayeen a is  aths 
288,ar-08.wav,"The pine rafters were all rotten, so that the barn was rather unsafe. ",/Users/Gurtej/Desktop/Data_Part_Project/adgar-20091227-ell/wav/ar-08.wav,5.5,"[[  -0.1840669   -95.00495113   40.60003718 ...,   -3.04446876
   -17.56526652   -9.6718003 ]
 [ -38.93288741  -75.21651504   18.16043248 ...,    0.85052831
     7.42580453   -7.50593594]
 [ -70.53309024  -96.28259721    0.24865895 ...,   -9.67553252
     2.15677279  -16.46420598]
 ..., 
 [-113.5256201   -49.8804255     2.24516863 ...,   -4.67928456
    -4.23822371   -7.14947323]
 [-139.83552066  -85.81224908  -26.88692272 ...,  -32.09862821
   -23.24799141  -26.9131888 ]
 [-135.59961188  -65.66034969   -5.77246047 ...,  -17.19441823
   -23.22397723  -23.45097472]]",13,"art sas eanttrwnTosh.hapsrlhenf feritt ha ear,ae ut oreetee r   n w lb"
289,ar-09.wav,At last the joists gave way and fell to the ground. ,/Users/Gurtej/Desktop/Data_Part_Project/adgar-20091227-ell/wav/ar-09.wav,4.75,"[[ -16.13407902  -96.96532266    2.07016482 ...,   -8.90418639
   -17.37313946  -13.37584172]
 [ -71.15796588  -81.60673619    9.40544551 ...,   -4.12424283
    21.31240498    8.42947794]
 [ -63.66783375  -66.30220308    5.47952254 ...,    9.32174866   11.6829878
    -8.61169051]
 ..., 
 [-106.54848919  -40.59250117    5.27125194 ...,   -3.94796527
    -2.68127952   -4.88058412]
 [ -96.72358591  -33.67497097   11.65300357 ...,   -3.71769843   -4.448234
    -7.07397906]
 [ -81.36494033  -31.97139335   20.53532633 ...,  -10.82642597
     0.44720711    1.22021218]]",11, os aeAtes adtj  tattshdo oauvle lg  y.hnigrfn welt 
290,ar-10.wav,"The walls shook, and all the rats' hair stood on end with fear and horror. ",/Users/Gurtej/Desktop/Data_Part_Project/adgar-20091227-ell/wav/ar-10.wav,6.125,"[[ -23.89873816  -68.20256869   31.09986267 ...,    0.39090036
     9.15476648   -4.86727052]
 [-104.92899796  -65.38290652    7.6737023  ...,    5.94329971
    13.08720469   -5.86097106]
 [-108.99461951  -66.83777923    1.31886209 ...,   -6.28089424
    -4.34633579  -16.10938316]
 ..., 
 [-112.2195492   -46.90128452    2.17719097 ...,   -3.78317381
     5.97207059   -0.33170386]
 [-107.62123321  -45.4143259     9.76792963 ...,  -13.46536406
    -4.58063118   -4.64613717]
 [-113.81352342  -51.84213964   10.30707563 ...,   -7.41644382
   -13.94487715  -12.9233827 ]]",15,"t e  honr hdd  o wta  l hhla rdaaneashT.l fnrs etedh a,w rloosrriosnooa'ikt"
291,ar-11.wav,"""This won't do,"" said the captain; ""I'll send out scouts to search for a new home."" ",/Users/Gurtej/Desktop/Data_Part_Project/adgar-20091227-ell/wav/ar-11.wav,6.0,"[[ -66.79234296  -45.64946422   -0.21916765 ...,  -11.24826825
    -4.66902762   -6.13190033]
 [ -86.12164531  -36.79406709   10.03178983 ...,  -11.26042006
     3.45137033  -17.1630938 ]
 [ -96.27014939  -39.98489193    7.20104128 ...,  -14.51373614
     4.19746792   -0.75565861]
 ..., 
 [-114.55442519  -51.34167298    3.38195712 ...,  -11.49106245
   -11.26004491  -12.00915215]
 [-118.21909442  -56.03398132    3.03756689 ...,   -7.97562864
   -10.59614684   -8.61779545]
 [-104.89112894  -56.81477017  -16.83963173 ...,   -1.14419918
     3.02399838   -2.83188619]]",18," h sua hTot t o, wateedeatoii'I ""l te;c fn s uhrc.cml sonw  aooht ds"""" rspiande""nos'"
292,ar-14.wav,"There is a kindly horse named Nelly, a cow, a calf, and a garden with an elm tree. ",/Users/Gurtej/Desktop/Data_Part_Project/adgar-20091227-ell/wav/ar-14.wav,6.75,"[[  -2.36045747  -57.95767823   67.27316435 ...,    8.18507987
   -13.60599916   10.39011847]
 [ -26.68940284  -64.2983912    46.84839121 ...,    0.25604079
   -14.73509336   -3.94447258]
 [ -50.27187808  -81.54913796   13.89023473 ...,   -5.11481753
     0.95592716   -0.66195324]
 ..., 
 [-122.30363644  -53.02131916   19.40874625 ...,   -2.92931939
     4.91552377    4.55300505]
 [-130.80998004  -54.49745034   10.37275357 ...,   -2.8160546   -12.11863991
   -24.59753038]
 [ -86.36791671  -29.05141501   22.2745503  ...,   -7.99092906
    -8.11929154  -13.26784619]]",18," iar,ya dc n owm i,aheereah aakn,aa ae d  elgd edt l .wnc ysr tTnl oiNfhel eesrmn l"
293,ar-15.wav,The rats crawled out of their little houses and stood on the floor in a long line. ,/Users/Gurtej/Desktop/Data_Part_Project/adgar-20091227-ell/wav/ar-15.wav,6.0,"[[-119.67694771  -69.96487558    1.37924661 ...,   -0.85063574
    -6.40208715   -8.01725461]
 [-122.32951372  -56.90149458  -10.83146185 ...,   -9.28202639
   -13.36268227  -19.47200528]
 [ -13.02875273  -31.97244742   21.34026862 ...,    1.4723493     5.13889146
    -1.43025721]
 ..., 
 [-127.73777286  -74.53964181  -13.17322944 ...,   -7.0340859    -7.89574772
    -9.58680594]
 [ -95.69458825  -37.31838911   21.80147999 ...,   -2.57470915
     0.91843243   -9.79925517]
 [ -98.84758678  -39.53614282   15.7431641  ...,   -7.03398544
    -1.24928872  -11.39289393]]",17,tin   r. lttfllr ee nstclnlorf  dd tnusaahteiuTheo sodt    seiraoegwo e onha hioloo
294,ar-16.wav,Just then the old rat saw Arthur. Stop. he ordered coarsely. ,/Users/Gurtej/Desktop/Data_Part_Project/adgar-20091227-ell/wav/ar-16.wav,5.625,"[[ -36.6850735   -56.50249543    9.97608563 ...,    3.33084816
     8.22717578  -17.4144824 ]
 [ -58.97583581  -46.97185072    5.0912605  ...,   19.82501206
    25.51689399   -2.88892802]
 [  -4.82833224  -61.04603316   70.2804513  ...,   18.36601336
    -0.68463727   -6.26344934]
 ..., 
 [-113.2484368   -44.32089044  -11.01030141 ...,   -2.88042889
     4.96127058   -9.08542899]
 [-102.13217355  -48.69687407    8.29732373 ...,   -0.83416308
     6.33224386   -0.70822348]
 [-121.80997376  -47.26180176   11.55584781 ...,  -21.07995946
   -26.19283654  -22.26254502]]",11,raurru eh oda odl.tdntrrt r e.tJ .  lseS Atcpsehehsoetoya w h
295,a0441.wav,Violent life and athletic sports had never appealed to me ,/Users/Gurtej/Desktop/Data_Part_Project/Adminvox-05232006/wav/a0441.wav,5.530666666666667,"[[-31.25189152  -8.27499327   8.54067041 ...,   7.72704519  14.05262333
    5.89616766]
 [-23.04993139 -10.74549722   9.33265025 ...,   7.92366952  20.64382967
    7.56447461]
 [-57.97592193  17.70341384   5.16314019 ...,   5.97565378  24.35218884
    7.13180967]
 ..., 
 [-46.60156475  65.86480806  24.12844786 ...,   5.18512946   9.49466993
    2.2374948 ]
 [-60.37775565  49.65117089  31.01873255 ...,  15.63854999   3.47447373
    3.98704336]
 [-65.88797332  45.62137405  28.51109962 ...,   7.8157184    0.10362282
    0.71419677]]",10,tt   hmonvnds eahtrdieee pcltraai lldaVseiaoee  ep lof npt
296,a0442.wav,You live on an income which your father earned ,/Users/Gurtej/Desktop/Data_Part_Project/Adminvox-05232006/wav/a0442.wav,4.592,"[[-170.28419645   18.74927228   73.29042601 ...,    9.79403635
    13.99573417   15.88694293]
 [ -51.41974645   54.85804286   35.21865004 ...,   -4.7341739    10.00527022
    -3.24742374]
 [ -69.48366339   22.67867579   20.42394816 ...,  -11.95827951
    -3.49785853   -9.11729244]
 ..., 
 [ -58.45427786   58.23057315   28.55625799 ...,    4.55261313
    13.94710883    5.90286641]
 [ -54.64747911   61.92671536   37.70063814 ...,   13.79963379
    11.04531628   -5.6368288 ]
 [-145.80398817   31.97065366   80.6081394  ...,   -0.34065791   -7.3145351
    28.63781628]]",9,edu wnh o in oilY  neeaaeracrhrn c tuomiyo fveh
297,a0443.wav,He was worth nothing to the world ,/Users/Gurtej/Desktop/Data_Part_Project/Adminvox-05232006/wav/a0443.wav,3.568,"[[-71.09609711 -53.74717356   3.60009863 ...,  14.5663125   15.1586103
   -5.1771502 ]
 [-77.38568148  24.18697712  38.43297432 ...,  12.31993887  -9.49913351
    2.17872849]
 [-49.16874092  17.36222264  34.33345779 ...,   8.56977395  11.26750265
    7.01818373]
 ..., 
 [-47.76438175  57.84848159  38.49807723 ...,   4.43833616  -4.56503244
    9.98622086]
 [-51.55721377  48.95586135  28.48090254 ...,   2.69682299  13.05135276
    4.52912687]
 [-50.59699257  61.52628187  37.13907294 ...,   8.41833992  12.6384496
    5.22312483]]",7,lrwheo ohwn wno idht os t rtHagt e
298,a0444.wav,Then you don't believe in altruism ,/Users/Gurtej/Desktop/Data_Part_Project/Adminvox-05232006/wav/a0444.wav,3.6746666666666665,"[[-113.07015268   12.25922311   43.47183167 ...,   22.05213129
    26.76814306    0.78559406]
 [ -40.54782183  -58.57563885   35.9499133  ...,   -8.20546866
    11.00882254    9.27642585]
 [ -61.11318046   14.87350232   56.22010905 ...,   -5.13075022
    13.60067723   11.36535883]
 ..., 
 [ -56.25032563   50.10386772   43.23302282 ...,    8.74580312
    11.49992228    5.46780269]
 [ -47.75282292   62.78936545   36.01442138 ...,    4.90370953   12.8336213
     2.51452497]
 [-164.15405788   34.34071124   74.55934245 ...,   -7.8254244     7.44777192
    20.20938424]]",7,nunemtib  ooiive hd lnt ylaeuT e'rs
299,a0445.wav,"The creative joy, I murmured ",/Users/Gurtej/Desktop/Data_Part_Project/Adminvox-05232006/wav/a0445.wav,3.184,"[[ -42.49602474   53.77378306   31.27512987 ...,    6.77227066
    12.31677482    3.04844113]
 [-131.40127243   92.83072323   15.44420356 ...,    5.19253448
    16.44615543    6.94474666]
 [ -32.15734363   56.71864429   31.97923974 ...,    5.51184922
     5.82554005    3.26613561]
 ..., 
 [ -70.97598793   38.35075241   31.6330031  ...,    6.31665642
     8.80299837   -1.8677502 ]
 [-110.96839602   11.36821534   10.08409124 ...,   11.00514491    7.6067741
     5.89970336]
 [ -67.64478249   35.06997302   21.36014706 ...,    0.57002788
     4.31359334    6.0154652 ]]",5,"h jaerIce domrmTer,uvy ei ut "
300,a0446.wav,"He deluged me, overwhelmed me with argument ",/Users/Gurtej/Desktop/Data_Part_Project/Adminvox-05232006/wav/a0446.wav,4.698666666666667,"[[-48.61328407  49.82629683  26.47307896 ...,   9.09346279  10.39751625
   -1.69128825]
 [-61.04976543  54.9583913   35.0015217  ...,  10.7554756    8.22347722
   -0.22471998]
 [-48.97195197  60.01460004  26.80899723 ...,   0.2900173    4.59264884
   -1.25384561]
 ..., 
 [-39.05718021  61.35270631  27.89304761 ...,   7.53001053   7.94107198
    5.95929453]
 [-47.12717353  55.15284538  25.40437193 ...,   4.85786836  11.0253792
    2.70162663]
 [-44.87953746  59.3273102   36.82238248 ...,   9.12574049  -0.54799483
    7.68959211]]",7,"eegeehommuim dwu ed arenwevg Hllehetr   tmd,"
301,a0447.wav,"Ah, it is growing dark and darker ",/Users/Gurtej/Desktop/Data_Part_Project/Adminvox-05232006/wav/a0447.wav,3.76,"[[ -2.19983939e+02   6.56295610e+01   2.83523609e+01 ...,  -6.27303169e-01
    1.47716152e+01  -2.50361567e+00]
 [ -7.60894841e+01   5.87373507e+01   3.63686768e+01 ...,   2.92116631e+00
    4.37814130e+00   4.55368848e+00]
 [ -6.34246730e+01   4.80788648e+01   3.58794679e+01 ...,  -1.15124006e-01
    2.25525818e+01   3.88949573e+00]
 ..., 
 [  1.03904300e+00   6.48377618e+01   3.26355446e+01 ...,   2.30421083e+00
    5.68508108e+00   5.02992983e+00]
 [ -9.07486774e+01   3.00636248e+01   2.07542217e+01 ...,   2.25063052e+00
    1.18959965e+00   2.74439064e+00]
 [ -9.69430809e+01   5.50559281e+01   7.94422438e+01 ...,  -1.04933745e+01
    5.00469051e+00   2.59261630e+01]]",7,"ddah riiAnd a skgr e w arki nrg,to"
302,a0448.wav,"I was Hump, cabin boy on the schooner Ghost ",/Users/Gurtej/Desktop/Data_Part_Project/Adminvox-05232006/wav/a0448.wav,5.018666666666666,"[[ -29.93261233   57.73579836   25.1142665  ...,    0.33529189    2.8637226
     4.55070049]
 [ -69.13907611  -20.20179716   15.93361756 ...,   23.9654656    29.880101
     5.56706887]
 [ -71.75281689    0.78881474   38.40881873 ...,   -0.25008059
    18.78626659   12.03849107]
 ..., 
 [ -53.70909437   56.09288757   36.81908336 ...,   10.13818178
     8.43836382   11.61517938]
 [ -46.49817113   48.06204641   28.46313007 ...,    4.58808062
     6.74140731    6.08717295]
 [-132.90031349   30.51882472   77.63646702 ...,  -11.25965568
     2.55575032   24.23683734]]",9,"o  a toneocip ue ow hnrn,h mtss s GIabhHobcy"
